==25564== NVPROF is profiling process 25564, command: python3 /home/clara/GMGGPU-Evaluation/untitled/harder_solver.py 9 1 1
==25564== Profiling application: python3 /home/clara/GMGGPU-Evaluation/untitled/harder_solver.py 9 1 1
==25564== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
3.54110s  1.5360us                    -               -         -         -         -      112B  69.539MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.95225s  1.5360us                    -               -         -         -         -      112B  69.539MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.95266s  1.2160us                    -               -         -         -         -      112B  87.838MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.95304s  1.2160us                    -               -         -         -         -      112B  87.838MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.95343s  1.2160us                    -               -         -         -         -      112B  87.838MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
40.3789s  1.2182ms                    -               -         -         -         -  12.000MB  9.6194GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
40.3803s  577.00us                    -               -         -         -         -  6.0000MB  10.155GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
40.4489s  72.928us                    -               -         -         -         -  8.0156MB  107.34GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
40.4490s  641.19us                    -               -         -         -         -  8.0156MB  12.208GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
40.4548s  70.272us                    -               -         -         -         -  8.0156MB  111.39GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
40.4549s  640.61us                    -               -         -         -         -  8.0156MB  12.219GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
40.4563s  650.44us                    -               -         -         -         -  8.0156MB  12.035GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
40.4586s  34.272us                    -               -         -         -         -  4.0156MB  114.42GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
40.4587s  322.05us                    -               -         -         -         -  4.0156MB  12.177GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
40.4609s  34.432us                    -               -         -         -         -  4.0156MB  113.89GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
40.4609s  322.02us                    -               -         -         -         -  4.0156MB  12.178GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
40.4616s  320.80us                    -               -         -         -         -  4.0156MB  12.224GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
40.6254s  5.2420ms          (16384 1 1)        (32 1 1)        50        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [15371]
40.6338s  72.608us                    -               -         -         -         -  8.0156MB  107.81GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
40.6338s  641.16us                    -               -         -         -         -  8.0156MB  12.209GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
40.6362s  638.98us                    -               -         -         -         -  8.0156MB  12.250GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
40.6410s  70.048us                    -               -         -         -         -  8.0156MB  111.75GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
40.6411s  641.51us                    -               -         -         -         -  8.0156MB  12.202GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
40.6425s  641.03us                    -               -         -         -         -  8.0156MB  12.211GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
40.6451s  69.760us                    -               -         -         -         -  8.0156MB  112.21GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
40.6452s  641.16us                    -               -         -         -         -  8.0156MB  12.209GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
40.6620s  70.112us                    -               -         -         -         -  8.0156MB  111.65GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
40.6621s  651.94us                    -               -         -         -         -  8.0156MB  12.007GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
40.6644s  637.96us                    -               -         -         -         -  8.0156MB  12.270GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
40.6670s  70.176us                    -               -         -         -         -  8.0156MB  111.54GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
40.6671s  641.41us                    -               -         -         -         -  8.0156MB  12.204GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
40.6694s  637.92us                    -               -         -         -         -  8.0156MB  12.271GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
