==25200== NVPROF is profiling process 25200, command: python3 /home/clara/GMGGPU-Evaluation/untitled/harder_solver.py 6 7 7
==25200== Profiling application: python3 /home/clara/GMGGPU-Evaluation/untitled/harder_solver.py 6 7 7
==25200== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
3.80929s  1.6960us                    -               -         -         -         -      112B  62.978MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
4.33075s  1.1840us                    -               -         -         -         -      112B  90.212MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
4.33119s  1.1520us                    -               -         -         -         -      112B  92.718MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
4.33156s  1.1840us                    -               -         -         -         -      112B  90.212MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
4.33194s  1.1520us                    -               -         -         -         -      112B  92.718MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
30.4108s  997.00us                    -               -         -         -         -  9.1875MB  8.9992GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
30.4120s  465.79us                    -               -         -         -         -  4.5938MB  9.6310GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
30.4826s  57.760us                    -               -         -         -         -  6.1387MB  103.79GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
30.4826s  503.14us                    -               -         -         -         -  6.1387MB  11.915GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
30.4869s  53.184us                    -               -         -         -         -  6.1387MB  112.72GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
30.4869s  538.44us                    -               -         -         -         -  6.1387MB  11.134GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
30.4880s  491.43us                    -               -         -         -         -  6.1387MB  12.199GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
30.4898s  25.857us                    -               -         -         -         -  3.0762MB  116.18GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
30.4898s  247.97us                    -               -         -         -         -  3.0762MB  12.115GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
30.4916s  25.632us                    -               -         -         -         -  3.0762MB  117.20GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
30.4917s  247.62us                    -               -         -         -         -  3.0762MB  12.132GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
30.4923s  247.62us                    -               -         -         -         -  3.0762MB  12.132GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
30.6580s  3.9765ms          (12544 1 1)        (32 1 1)        50        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [11381]
30.6658s  55.904us                    -               -         -         -         -  6.1387MB  107.23GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
30.6659s  491.91us                    -               -         -         -         -  6.1387MB  12.187GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
30.6677s  490.79us                    -               -         -         -         -  6.1387MB  12.215GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
30.6713s  53.281us                    -               -         -         -         -  6.1387MB  112.51GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
30.6713s  492.10us                    -               -         -         -         -  6.1387MB  12.182GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
30.6724s  491.11us                    -               -         -         -         -  6.1387MB  12.207GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
30.6745s  53.056us                    -               -         -         -         -  6.1387MB  112.99GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
30.6746s  491.59us                    -               -         -         -         -  6.1387MB  12.195GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
30.6924s  53.505us                    -               -         -         -         -  6.1387MB  112.04GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
30.6924s  492.10us                    -               -         -         -         -  6.1387MB  12.182GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
30.6942s  534.88us                    -               -         -         -         -  6.1387MB  11.208GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
30.6962s  53.121us                    -               -         -         -         -  6.1387MB  112.85GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
30.6963s  491.55us                    -               -         -         -         -  6.1387MB  12.196GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
30.6980s  492.04us                    -               -         -         -         -  6.1387MB  12.184GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
30.7292s  3.8080us                    -               -         -         -         -  42.000KB  10.518GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
30.7415s  1.3440us                    -               -         -         -         -  14.000KB  9.9341GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
30.8126s  2.5920us            (112 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression [12257]
30.8128s  118.47us                    -               -         -         -         -  6.1387MB  50.604GB/s      Device      Device  GeForce GTX 165         2        15  [CUDA memcpy DtoD]
30.8145s  56.160us                    -               -         -         -         -  6.1387MB  106.75GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
30.8146s  504.16us                    -               -         -         -         -  6.1387MB  11.891GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
30.8154s  115.36us                    -               -         -         -         -  6.1387MB  51.966GB/s      Device      Device  GeForce GTX 165         2        15  [CUDA memcpy DtoD]
30.8900s  64.576us          (25145 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [12317]
30.9615s  3.1918ms          (12544 1 1)        (32 1 1)        74        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_form0_cell_integral_otherwise [12327]
31.0342s  1.8560us            (112 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [12337]
31.0344s  118.31us                    -               -         -         -         -  6.1387MB  50.672GB/s      Device      Device  GeForce GTX 165         2        15  [CUDA memcpy DtoD]
31.0826s  15.808us                    -               -         -         -         -  1.5381MB  95.018GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
31.0827s  125.57us                    -               -         -         -         -  1.5381MB  11.962GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
31.4924s  15.520us                    -               -         -         -         -  1.5381MB  96.781GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
31.4924s  125.66us                    -               -         -         -         -  1.5381MB  11.953GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
31.4930s  125.09us                    -               -         -         -         -  1.5381MB  12.008GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
31.5950s  18.273us           (6301 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [12505]
32.0776s  226.85us                    -               -         -         -         -  2.2969MB  9.8878GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
32.0780s  107.39us                    -               -         -         -         -  1.1484MB  10.443GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
32.0792s  29.025us                    -               -         -         -         -  3.0762MB  103.50GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
32.0792s  247.78us                    -               -         -         -         -  3.0762MB  12.124GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
32.0805s  25.376us                    -               -         -         -         -  3.0762MB  118.38GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
32.0805s  247.68us                    -               -         -         -         -  3.0762MB  12.129GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
32.0815s  279.39us                    -               -         -         -         -  3.0762MB  10.752GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
32.0827s  5.1200us                    -               -         -         -         -  791.02KB  147.34GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
32.0827s  63.328us                    -               -         -         -         -  791.02KB  11.912GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
32.0832s  7.4880us                    -               -         -         -         -  791.02KB  100.74GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
32.0832s  63.265us                    -               -         -         -         -  791.02KB  11.924GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
32.0834s  63.808us                    -               -         -         -         -  791.02KB  11.823GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
32.1555s  158.66us           (3136 1 1)        (32 1 1)        42        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [12801]
32.1705s  2.7085ms                    -               -         -         -         -  18.457MB  6.6547GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
32.1816s  998.76us                    -               -         -         -         -  9.2286MB  9.0235GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
32.2554s  1.1856ms           (6301 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [12815]
32.2607s  14.784us                    -               -         -         -         -  1.5381MB  101.60GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
32.2608s  125.47us                    -               -         -         -         -  1.5381MB  11.971GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
32.2612s  124.83us                    -               -         -         -         -  1.5381MB  12.032GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
32.2614s  16.864us           (6301 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [12878]
32.2618s  1.1834ms           (6301 1 1)        (32 1 1)       128        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_loopy_kernel_inject [12880]
32.2673s  14.560us                    -               -         -         -         -  1.5381MB  103.16GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
32.2673s  124.83us                    -               -         -         -         -  1.5381MB  12.032GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
32.2678s  124.90us                    -               -         -         -         -  1.5381MB  12.026GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
32.2808s  3.1040us                    -               -         -         -         -  395.51KB  121.52GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
32.2808s  32.896us                    -               -         -         -         -  395.51KB  11.466GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
32.2850s  3.1040us                    -               -         -         -         -  395.51KB  121.52GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
32.2850s  61.888us                    -               -         -         -         -  395.51KB  6.0946GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
32.2855s  33.408us                    -               -         -         -         -  395.51KB  11.290GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
32.2864s  5.2160us           (1583 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [13090]
