==24218== NVPROF is profiling process 24218, command: python3 /home/clara/GMGGPU-Evaluation/untitled/harder_solver.py 8 1 1
==24218== Profiling application: python3 /home/clara/GMGGPU-Evaluation/untitled/harder_solver.py 8 1 1
==24218== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
925.07ms  1.5040us                    -               -         -         -         -      112B  71.018MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
1.35679s  1.2480us                    -               -         -         -         -      112B  85.586MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
1.35724s  1.2160us                    -               -         -         -         -      112B  87.838MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
1.35761s  1.2160us                    -               -         -         -         -      112B  87.838MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
1.35799s  1.2160us                    -               -         -         -         -      112B  87.838MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
8.59523s  290.47us                    -               -         -         -         -  3.0000MB  10.086GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
8.59574s  133.76us                    -               -         -         -         -  1.5000MB  10.951GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
8.65869s  20.352us                    -               -         -         -         -  2.0078MB  96.342GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
8.65872s  173.89us                    -               -         -         -         -  2.0078MB  11.276GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
8.66092s  20.288us                    -               -         -         -         -  2.0078MB  96.646GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
8.66094s  162.79us                    -               -         -         -         -  2.0078MB  12.045GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
8.66129s  161.67us                    -               -         -         -         -  2.0078MB  12.129GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
8.66212s  6.8800us                    -               -         -         -         -  1.0078MB  143.05GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
8.66213s  83.200us                    -               -         -         -         -  1.0078MB  11.829GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
8.66304s  8.7360us                    -               -         -         -         -  1.0078MB  112.66GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
8.66305s  82.049us                    -               -         -         -         -  1.0078MB  11.995GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
8.66323s  82.305us                    -               -         -         -         -  1.0078MB  11.958GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
8.84308s  1.3010ms           (4096 1 1)        (32 1 1)        50        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [14041]
8.85010s  18.784us                    -               -         -         -         -  2.0078MB  104.38GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
8.85012s  162.85us                    -               -         -         -         -  2.0078MB  12.040GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
8.85083s  162.02us                    -               -         -         -         -  2.0078MB  12.102GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
8.85252s  16.384us                    -               -         -         -         -  2.0078MB  119.68GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
8.85254s  162.82us                    -               -         -         -         -  2.0078MB  12.043GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
8.85287s  161.63us                    -               -         -         -         -  2.0078MB  12.131GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
8.85384s  16.128us                    -               -         -         -         -  2.0078MB  121.58GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
8.85386s  162.82us                    -               -         -         -         -  2.0078MB  12.043GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
8.86825s  16.064us                    -               -         -         -         -  2.0078MB  122.06GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
8.86827s  162.95us                    -               -         -         -         -  2.0078MB  12.033GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
8.86883s  161.67us                    -               -         -         -         -  2.0078MB  12.129GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
