==23266== NVPROF is profiling process 23266, command: python3 /home/clara/GMGGPU-Evaluation/untitled/harder_solver.py 6 1 1
==23266== Profiling application: python3 /home/clara/GMGGPU-Evaluation/untitled/harder_solver.py 6 1 1
==23266== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
2.43209s  1.5680us                    -               -         -         -         -      112B  68.120MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
2.88487s  1.2160us                    -               -         -         -         -      112B  87.838MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
2.88529s  1.2160us                    -               -         -         -         -      112B  87.838MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
2.88563s  1.1840us                    -               -         -         -         -      112B  90.212MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
2.88596s  1.1840us                    -               -         -         -         -      112B  90.212MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
4.34561s  17.472us                    -               -         -         -         -  192.00KB  10.480GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
4.34572s  9.9520us                    -               -         -         -         -  96.000KB  9.1994GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
4.42002s  3.5840us                    -               -         -         -         -  130.01KB  34.594GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
4.42003s  12.000us                    -               -         -         -         -  130.01KB  10.332GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
4.42032s  2.1120us                    -               -         -         -         -  130.01KB  58.705GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
4.42033s  11.872us                    -               -         -         -         -  130.01KB  10.443GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
4.42038s  12.576us                    -               -         -         -         -  130.01KB  9.8589GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
4.42052s  2.1120us                    -               -         -         -         -  66.016KB  29.809GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
4.42053s  6.9440us                    -               -         -         -         -  66.016KB  9.0664GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
4.42069s  2.1440us                    -               -         -         -         -  66.016KB  29.364GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
4.42070s  6.9120us                    -               -         -         -         -  66.016KB  9.1084GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
4.42073s  7.6480us                    -               -         -         -         -  66.016KB  8.2319GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
4.59586s  83.040us            (256 1 1)        (32 1 1)        50        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [11381]
4.60256s  1.9840us                    -               -         -         -         -  130.01KB  62.492GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
4.60257s  12.000us                    -               -         -         -         -  130.01KB  10.332GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
4.60264s  12.576us                    -               -         -         -         -  130.01KB  9.8589GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
4.60289s  2.1440us                    -               -         -         -         -  130.01KB  57.829GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
