==23599== NVPROF is profiling process 23599, command: python3 /home/clara/GMGGPU-Evaluation/untitled/harder_solver.py 4 7 7
==23599== Profiling application: python3 /home/clara/GMGGPU-Evaluation/untitled/harder_solver.py 4 7 7
==23599== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
878.30ms  1.5360us                    -               -         -         -         -      112B  69.539MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
1.30121s  1.2160us                    -               -         -         -         -      112B  87.838MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
1.30167s  1.5040us                    -               -         -         -         -      112B  71.018MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
1.30207s  1.2160us                    -               -         -         -         -      112B  87.838MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
1.30242s  1.1840us                    -               -         -         -         -      112B  90.212MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.30307s  48.128us                    -               -         -         -         -  588.00KB  11.651GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.30320s  25.537us                    -               -         -         -         -  294.00KB  10.979GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.37737s  5.2800us                    -               -         -         -         -  395.51KB  71.437GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
3.37738s  32.672us                    -               -         -         -         -  395.51KB  11.545GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
3.37786s  2.6880us                    -               -         -         -         -  395.51KB  140.32GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
3.37787s  32.512us                    -               -         -         -         -  395.51KB  11.601GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
3.37795s  33.120us                    -               -         -         -         -  395.51KB  11.388GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.37813s  2.1760us                    -               -         -         -         -  199.52KB  87.442GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
3.37814s  17.280us                    -               -         -         -         -  199.52KB  11.011GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
3.37833s  2.1440us                    -               -         -         -         -  199.52KB  88.747GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
3.37834s  17.280us                    -               -         -         -         -  199.52KB  11.011GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
3.37839s  17.953us                    -               -         -         -         -  199.52KB  10.598GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
