==22424== NVPROF is profiling process 22424, command: python3 /home/clara/GMGGPU-Evaluation/untitled/diff_meshes.py 8 1 1
==22424== Profiling application: python3 /home/clara/GMGGPU-Evaluation/untitled/diff_meshes.py 8 1 1
==22424== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
2.38299s  1.5360us                    -               -         -         -         -      112B  69.539MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
2.78208s  1.2160us                    -               -         -         -         -      112B  87.838MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
2.78252s  1.0880us                    -               -         -         -         -      112B  98.172MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
2.78286s  1.2160us                    -               -         -         -         -      112B  87.838MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
2.78319s  1.2160us                    -               -         -         -         -      112B  87.838MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
7.73225s  212.87us                    -               -         -         -         -  2.2500MB  10.322GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
7.73263s  82.977us                    -               -         -         -         -  1.0000MB  11.769GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
7.79724s  20.576us                    -               -         -         -         -  2.0078MB  95.294GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
7.79726s  163.01us                    -               -         -         -         -  2.0078MB  12.029GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
7.79871s  16.096us                    -               -         -         -         -  2.0078MB  121.82GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
7.79873s  162.95us                    -               -         -         -         -  2.0078MB  12.033GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
7.79908s  162.66us                    -               -         -         -         -  2.0078MB  12.055GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
7.80008s  6.4320us                    -               -         -         -         -  1.0078MB  153.02GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
7.80009s  82.017us                    -               -         -         -         -  1.0078MB  12.000GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
7.80113s  8.8960us                    -               -         -         -         -  1.0078MB  110.63GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
7.80114s  82.113us                    -               -         -         -         -  1.0078MB  11.986GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
7.80132s  82.849us                    -               -         -         -         -  1.0078MB  11.880GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
8.05732s  1.0676ms           (2048 1 1)        (32 1 1)        56        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [13937]
8.06542s  18.944us                    -               -         -         -         -  2.0078MB  103.50GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
8.06544s  162.85us                    -               -         -         -         -  2.0078MB  12.040GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
8.06624s  189.63us                    -               -         -         -         -  2.0078MB  10.340GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
8.06808s  16.256us                    -               -         -         -         -  2.0078MB  120.62GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
8.06810s  161.95us                    -               -         -         -         -  2.0078MB  12.107GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
8.06843s  162.43us                    -               -         -         -         -  2.0078MB  12.071GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
8.06942s  16.448us                    -               -         -         -         -  2.0078MB  119.21GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
8.06944s  162.91us                    -               -         -         -         -  2.0078MB  12.036GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
8.08647s  16.224us                    -               -         -         -         -  2.0078MB  120.86GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
8.08650s  162.98us                    -               -         -         -         -  2.0078MB  12.031GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
8.08708s  162.56us                    -               -         -         -         -  2.0078MB  12.062GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
8.08801s  16.224us                    -               -         -         -         -  2.0078MB  120.86GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
8.08804s  162.95us                    -               -         -         -         -  2.0078MB  12.033GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
8.08861s  162.18us                    -               -         -         -         -  2.0078MB  12.090GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
8.09935s  3.4560us                    -               -         -         -         -  36.000KB  9.9341GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
8.10947s  1.1840us                    -               -         -         -         -  8.0000KB  6.4437GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
8.17257s  1.8240us             (64 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression [14921]
8.17280s  41.185us                    -               -         -         -         -  2.0078MB  47.609GB/s      Device      Device  GeForce GTX 165         2        15  [CUDA memcpy DtoD]
8.17378s  19.392us                    -               -         -         -         -  2.0078MB  101.11GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
8.17380s  162.95us                    -               -         -         -         -  2.0078MB  12.033GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
8.17411s  37.441us                    -               -         -         -         -  2.0078MB  52.369GB/s      Device      Device  GeForce GTX 165         2        15  [CUDA memcpy DtoD]
8.23971s  21.601us           (8225 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [14981]
8.30348s  1.5638ms           (2048 1 1)        (32 1 1)       148        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_form0_cell_integral_otherwise [14991]
8.36850s  1.6640us             (64 1 1)        (32 1 1)        16        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_zero [15001]
8.36875s  41.120us                    -               -         -         -         -  2.0078MB  47.684GB/s      Device      Device  GeForce GTX 165         2        15  [CUDA memcpy DtoD]
8.38061s  3.6800us                    -               -         -         -         -  516.01KB  133.72GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
8.38062s  41.953us                    -               -         -         -         -  516.01KB  11.730GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
8.83399s  5.3440us                    -               -         -         -         -  516.01KB  92.085GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
8.83400s  41.953us                    -               -         -         -         -  516.01KB  11.730GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
