==21243== NVPROF is profiling process 21243, command: python3 /home/clara/GMGGPU-Evaluation/untitled/diff_meshes.py 6 1 1
==21243== Profiling application: python3 /home/clara/GMGGPU-Evaluation/untitled/diff_meshes.py 6 1 1
==21243== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
2.35131s  1.8240us                    -               -         -         -         -      112B  58.559MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
2.73450s  1.1840us                    -               -         -         -         -      112B  90.212MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
2.73492s  1.2160us                    -               -         -         -         -      112B  87.838MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
2.73527s  1.1840us                    -               -         -         -         -      112B  90.212MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
2.73561s  1.1840us                    -               -         -         -         -      112B  90.212MB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.78432s  13.632us                    -               -         -         -         -  144.00KB  10.074GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.78452s  5.3760us                    -               -         -         -         -  64.000KB  11.353GB/s    Pageable      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.85221s  3.5840us                    -               -         -         -         -  130.01KB  34.594GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
3.85222s  12.064us                    -               -         -         -         -  130.01KB  10.277GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
3.85249s  2.1440us                    -               -         -         -         -  130.01KB  57.829GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
3.85250s  11.873us                    -               -         -         -         -  130.01KB  10.443GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
3.85255s  12.544us                    -               -         -         -         -  130.01KB  9.8840GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
3.85268s  2.1440us                    -               -         -         -         -  66.016KB  29.364GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
3.85268s  6.9450us                    -               -         -         -         -  66.016KB  9.0651GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
3.85283s  2.1120us                    -               -         -         -         -  66.016KB  29.809GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
3.85284s  6.8160us                    -               -         -         -         -  66.016KB  9.2367GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
3.85287s  7.5850us                    -               -         -         -         -  66.016KB  8.3003GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
4.57540s  75.041us            (128 1 1)        (32 1 1)        56        0B        0B         -           -           -           -  GeForce GTX 165         2        15  wrap_expression_kernel [11277]
4.68646s  3.3600us                    -               -         -         -         -  130.01KB  36.900GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
4.68647s  12.992us                    -               -         -         -         -  130.01KB  9.5432GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
4.68653s  12.544us                    -               -         -         -         -  130.01KB  9.8840GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
4.68674s  2.1440us                    -               -         -         -         -  130.01KB  57.829GB/s      Device           -  GeForce GTX 165         2        15  [CUDA memset]
4.68675s  11.904us                    -               -         -         -         -  130.01KB  10.415GB/s      Device      Pinned  GeForce GTX 165         2        15  [CUDA memcpy DtoH]
4.68678s  12.512us                    -               -         -         -         -  130.01KB  9.9093GB/s      Pinned      Device  GeForce GTX 165         2        15  [CUDA memcpy HtoD]
